unigram	count	topics_list_with_scores
asks	29	[(0.3103448275862069, 27), (0.27586206896551724, 64), (0.1724137931034483, 28), (0.10344827586206896, 8), (0.06896551724137931, 165), (0.06896551724137931, 98)]
basis	397	[(0.19143576826196473, 92), (0.07808564231738035, 32), (0.06297229219143577, 22), (0.060453400503778336, 41), (0.05793450881612091, 170), (0.05793450881612091, 149), (0.055415617128463476, 81), (0.04534005037783375, 148), (0.042821158690176324, 6), (0.03526448362720403, 86), (0.0327455919395466, 179), (0.030226700251889168, 36), (0.027707808564231738, 68), (0.02518891687657431, 113), (0.02518891687657431, 24), (0.022670025188916875, 94), (0.020151133501259445, 198), (0.020151133501259445, 192), (0.020151133501259445, 66), (0.020151133501259445, 35), (0.012594458438287154, 151), (0.012594458438287154, 78), (0.010075566750629723, 168), (0.010075566750629723, 126), (0.007556675062972292, 51), (0.007556675062972292, 3), (0.005037783375314861, 15), (0.0025188916876574307, 137)]
tiny	7	[(0.42857142857142855, 82), (0.2857142857142857, 192), (0.2857142857142857, 184)]
commission	168	[(0.3630952380952381, 34), (0.2857142857142857, 179), (0.17261904761904762, 12), (0.07738095238095238, 192), (0.047619047619047616, 132), (0.023809523809523808, 30), (0.023809523809523808, 10), (0.005952380952380952, 131)]
anurag.saksena@gmacrfc.com	7	[(1.0, 16)]
trigger	26	[(0.23076923076923078, 106), (0.15384615384615385, 123), (0.15384615384615385, 69), (0.11538461538461539, 81), (0.07692307692307693, 88), (0.07692307692307693, 41), (0.07692307692307693, 27), (0.07692307692307693, 16), (0.038461538461538464, 73)]
tina	16	[(0.5625, 97), (0.25, 107), (0.1875, 46)]
basic	100	[(0.21, 37), (0.11, 131), (0.09, 72), (0.08, 170), (0.08, 167), (0.07, 147), (0.06, 180), (0.06, 168), (0.04, 176), (0.04, 121), (0.04, 39), (0.04, 27), (0.02, 65), (0.02, 64), (0.02, 54), (0.02, 42)]
basin	21	[(0.8571428571428571, 41), (0.09523809523809523, 132), (0.047619047619047616, 162)]
lovely	5	[(0.4, 167), (0.4, 50), (0.2, 5)]
deeper	5	[(0.6, 0), (0.4, 138)]
dismiss	5	[(0.6, 101), (0.4, 28)]
meachim	50	[(1.0, 138)]
grms	60	[(1.0, 175)]
servic	5	[(0.8, 135), (0.2, 88)]
ugly	10	[(0.6, 123), (0.2, 165), (0.2, 27)]
arbeiten	8	[(1.0, 35)]
turbolinux	8	[(0.75, 58), (0.25, 72)]
doktorowi	6	[(1.0, 116)]
youseok	6	[(1.0, 12)]
stein	15	[(0.8, 44), (0.13333333333333333, 157), (0.06666666666666667, 108)]
luehrman	6	[(1.0, 55)]
realizing	6	[(1.0, 67)]
debuted	5	[(1.0, 43)]
sukumar	5	[(1.0, 65)]
evolve	7	[(0.5714285714285714, 138), (0.2857142857142857, 176), (0.14285714285714285, 88)]
elle	5	[(1.0, 23)]
weakly	5	[(0.8, 45), (0.2, 140)]
programs	194	[(0.15979381443298968, 164), (0.14432989690721648, 176), (0.13402061855670103, 45), (0.0979381443298969, 108), (0.06701030927835051, 86), (0.05670103092783505, 112), (0.05670103092783505, 72), (0.041237113402061855, 188), (0.041237113402061855, 34), (0.030927835051546393, 131), (0.030927835051546393, 3), (0.02577319587628866, 70), (0.02577319587628866, 8), (0.020618556701030927, 118), (0.020618556701030927, 10), (0.020618556701030927, 0), (0.010309278350515464, 54), (0.010309278350515464, 46), (0.005154639175257732, 197)]
failing	13	[(0.6153846153846154, 119), (0.23076923076923078, 81), (0.15384615384615385, 153)]
hethorne@wharton.upenn.edu	48	[(1.0, 134)]
investments	136	[(0.375, 192), (0.13970588235294118, 198), (0.1323529411764706, 169), (0.0661764705882353, 91), (0.04411764705882353, 188), (0.04411764705882353, 167), (0.04411764705882353, 151), (0.03676470588235294, 153), (0.03676470588235294, 81), (0.022058823529411766, 75), (0.022058823529411766, 74), (0.022058823529411766, 43), (0.014705882352941176, 164)]
blachman/hou/ees@ees	11	[(0.7272727272727273, 114), (0.2727272727272727, 180)]
yen	19	[(0.5263157894736842, 140), (0.3157894736842105, 153), (0.15789473684210525, 172)]
urszula	32	[(1.0, 40)]
nurit@math.utexas.edu	6	[(1.0, 74)]
assigned	25	[(0.24, 186), (0.2, 79), (0.16, 192), (0.16, 153), (0.08, 165), (0.08, 50), (0.04, 73), (0.04, 25)]
lassen	8	[(1.0, 35)]
flash.net	10	[(0.6, 98), (0.2, 166), (0.2, 82)]
wylot	12	[(1.0, 40)]
royal	14	[(0.42857142857142855, 64), (0.21428571428571427, 187), (0.21428571428571427, 111), (0.14285714285714285, 28)]
goodman	6	[(0.6666666666666666, 75), (0.3333333333333333, 108)]
save	169	[(0.11834319526627218, 178), (0.11834319526627218, 25), (0.10650887573964497, 106), (0.08284023668639054, 170), (0.08284023668639054, 30), (0.07100591715976332, 158), (0.05917159763313609, 156), (0.05917159763313609, 130), (0.05917159763313609, 84), (0.04142011834319527, 148), (0.03550295857988166, 194), (0.03550295857988166, 187), (0.03550295857988166, 49), (0.029585798816568046, 63), (0.029585798816568046, 0), (0.01775147928994083, 174), (0.01775147928994083, 151)]
supervisors	21	[(0.47619047619047616, 25), (0.23809523809523808, 52), (0.19047619047619047, 118), (0.09523809523809523, 130)]
villanueva/hou/ect@ect	23	[(1.0, 148)]
dale.nesbitt@worldnet.att.net	21	[(1.0, 149)]
signal	27	[(0.2962962962962963, 125), (0.2222222222222222, 27), (0.1111111111111111, 87), (0.07407407407407407, 199), (0.07407407407407407, 138), (0.07407407407407407, 136), (0.07407407407407407, 123), (0.07407407407407407, 16)]
dean	93	[(0.1935483870967742, 3), (0.16129032258064516, 111), (0.12903225806451613, 85), (0.10752688172043011, 184), (0.08602150537634409, 108), (0.08602150537634409, 78), (0.07526881720430108, 94), (0.07526881720430108, 57), (0.043010752688172046, 83), (0.021505376344086023, 88), (0.010752688172043012, 166), (0.010752688172043012, 105)]
deal	434	[(0.11290322580645161, 190), (0.09907834101382489, 195), (0.06682027649769585, 169), (0.06451612903225806, 32), (0.06451612903225806, 7), (0.059907834101382486, 18), (0.055299539170506916, 30), (0.052995391705069124, 22), (0.03686635944700461, 180), (0.03456221198156682, 66), (0.027649769585253458, 98), (0.02534562211981567, 192), (0.02534562211981567, 172), (0.02534562211981567, 136), (0.020737327188940093, 155), (0.020737327188940093, 150), (0.020737327188940093, 121), (0.018433179723502304, 106), (0.018433179723502304, 88), (0.018433179723502304, 28), (0.016129032258064516, 164), (0.016129032258064516, 61), (0.016129032258064516, 19), (0.013824884792626729, 145), (0.013824884792626729, 144), (0.013824884792626729, 138), (0.01152073732718894, 37), (0.009216589861751152, 27), (0.009216589861751152, 13), (0.0069124423963133645, 99), (0.004608294930875576, 95)]
sungard	10	[(0.7, 28), (0.2, 11), (0.1, 103)]
dead	31	[(0.4838709677419355, 50), (0.16129032258064516, 130), (0.12903225806451613, 76), (0.0967741935483871, 51), (0.06451612903225806, 187), (0.06451612903225806, 27)]
dzcv	14	[(1.0, 42)]
dear	1469	[(0.1415929203539823, 18), (0.07692307692307693, 197), (0.05241660993873383, 8), (0.04697072838665759, 102), (0.04288631722260041, 131), (0.03403675970047652, 194), (0.031313818924438394, 77), (0.03063308373042886, 139), (0.029271613342409804, 105), (0.027910142954390742, 171), (0.027910142954390742, 20), (0.02722940776038121, 61), (0.02654867256637168, 21), (0.02518720217835262, 189), (0.02518720217835262, 182), (0.02450646698434309, 146), (0.019741320626276378, 196), (0.016337644656228726, 178), (0.015656909462219197, 31), (0.014976174268209666, 59), (0.014295439074200136, 162), (0.013614703880190605, 76), (0.012253233492171545, 163), (0.012253233492171545, 103), (0.012253233492171545, 96), (0.011572498298162015, 17), (0.010891763104152484, 167), (0.010891763104152484, 119), (0.010211027910142955, 121), (0.010211027910142955, 41), (0.009530292716133424, 120), (0.009530292716133424, 115), (0.009530292716133424, 78), (0.009530292716133424, 46), (0.008168822328114363, 172), (0.008168822328114363, 129), (0.007488087134104833, 177), (0.0068073519400953025, 186), (0.0068073519400953025, 158), (0.0068073519400953025, 151), (0.0068073519400953025, 57), (0.0068073519400953025, 12), (0.006126616746085773, 86), (0.006126616746085773, 34), (0.004765146358066712, 188), (0.004765146358066712, 106), (0.004765146358066712, 82), (0.0034036759700476512, 74), (0.0034036759700476512, 48), (0.0034036759700476512, 45), (0.0020422055820285907, 180), (0.0020422055820285907, 174), (0.0020422055820285907, 157), (0.0020422055820285907, 107), (0.0020422055820285907, 63), (0.0013614703880190605, 51)]
microwave	27	[(1.0, 174)]
powrot	12	[(1.0, 40)]
shakespeare	12	[(1.0, 8)]
subscriptions	23	[(0.34782608695652173, 3), (0.17391304347826086, 102), (0.17391304347826086, 96), (0.17391304347826086, 28), (0.13043478260869565, 129)]
predicting	12	[(0.5, 81), (0.16666666666666666, 162), (0.16666666666666666, 158), (0.16666666666666666, 98)]
oren	208	[(0.7788461538461539, 139), (0.17307692307692307, 12), (0.02403846153846154, 44), (0.019230769230769232, 67), (0.004807692307692308, 173)]
ekao@uh.edu	12	[(0.6666666666666666, 84), (0.3333333333333333, 31)]
magazine	154	[(0.35714285714285715, 151), (0.3116883116883117, 102), (0.18831168831168832, 194), (0.06493506493506493, 108), (0.03896103896103896, 169), (0.012987012987012988, 103), (0.012987012987012988, 54), (0.006493506493506494, 142), (0.006493506493506494, 30)]
giovannini/hou/ect@ect	13	[(0.46153846153846156, 13), (0.23076923076923078, 114), (0.23076923076923078, 86), (0.07692307692307693, 40)]
afternoon	380	[(0.21052631578947367, 171), (0.17894736842105263, 191), (0.11842105263157894, 39), (0.05263157894736842, 87), (0.04736842105263158, 47), (0.042105263157894736, 144), (0.034210526315789476, 149), (0.02631578947368421, 13), (0.02368421052631579, 197), (0.02368421052631579, 9), (0.021052631578947368, 195), (0.021052631578947368, 128), (0.021052631578947368, 119), (0.021052631578947368, 91), (0.021052631578947368, 63), (0.021052631578947368, 34), (0.021052631578947368, 20), (0.021052631578947368, 2), (0.018421052631578946, 6), (0.015789473684210527, 112), (0.013157894736842105, 115), (0.010526315789473684, 22), (0.005263157894736842, 190), (0.005263157894736842, 134), (0.002631578947368421, 165), (0.002631578947368421, 60)]
automatically	97	[(0.26804123711340205, 8), (0.16494845360824742, 135), (0.12371134020618557, 131), (0.10309278350515463, 194), (0.08247422680412371, 181), (0.07216494845360824, 129), (0.05154639175257732, 4), (0.041237113402061855, 115), (0.041237113402061855, 82), (0.030927835051546393, 107), (0.020618556701030927, 103)]
http://www.itworld.com/itwebcast/nw	8	[(1.0, 131)]
tranche	6	[(0.6666666666666666, 129), (0.3333333333333333, 167)]
e-business	101	[(0.2376237623762376, 141), (0.1782178217821782, 138), (0.1485148514851485, 194), (0.13861386138613863, 173), (0.09900990099009901, 176), (0.09900990099009901, 74), (0.07920792079207921, 75), (0.019801980198019802, 72)]
narration	8	[(1.0, 109)]
refined	47	[(0.5319148936170213, 19), (0.2978723404255319, 183), (0.1276595744680851, 75), (0.0425531914893617, 166)]
flying	69	[(0.4782608695652174, 171), (0.2028985507246377, 62), (0.14492753623188406, 149), (0.043478260869565216, 71), (0.043478260869565216, 0), (0.028985507246376812, 162), (0.028985507246376812, 55), (0.014492753623188406, 191), (0.014492753623188406, 8)]
lance.cunningham@enron.com	32	[(0.5625, 12), (0.25, 193), (0.09375, 141), (0.09375, 80)]
computable	6	[(1.0, 139)]
editor	228	[(0.2982456140350877, 3), (0.24561403508771928, 131), (0.13157894736842105, 58), (0.05701754385964912, 39), (0.043859649122807015, 151), (0.043859649122807015, 102), (0.039473684210526314, 53), (0.039473684210526314, 16), (0.03070175438596491, 106), (0.017543859649122806, 167), (0.017543859649122806, 153), (0.013157894736842105, 187), (0.013157894736842105, 184), (0.008771929824561403, 8)]
analyse	12	[(0.5, 121), (0.3333333333333333, 194), (0.16666666666666666, 42)]
landing	23	[(0.7391304347826086, 62), (0.08695652173913043, 136), (0.08695652173913043, 91), (0.08695652173913043, 46)]
listadmin@riskwaters.com	16	[(0.5625, 151), (0.4375, 106)]
stig's	7	[(1.0, 66)]
technion	16	[(1.0, 74)]
ramchand	6	[(1.0, 147)]
analyst	257	[(0.29961089494163423, 86), (0.12840466926070038, 18), (0.10505836575875487, 165), (0.08171206225680934, 139), (0.08171206225680934, 46), (0.07003891050583658, 169), (0.0622568093385214, 138), (0.05058365758754864, 97), (0.0311284046692607, 192), (0.027237354085603113, 158), (0.019455252918287938, 28), (0.01556420233463035, 31), (0.011673151750972763, 189), (0.007782101167315175, 12), (0.0038910505836575876, 111), (0.0038910505836575876, 54)]
preview	19	[(0.47368421052631576, 65), (0.15789473684210525, 58), (0.15789473684210525, 28), (0.10526315789473684, 122), (0.10526315789473684, 50)]
mainzer	6	[(1.0, 85)]
gould	12	[(0.6666666666666666, 31), (0.3333333333333333, 105)]
strengthening	8	[(0.5, 183), (0.25, 199), (0.25, 136)]
pontiff	8	[(1.0, 147)]
one-third	6	[(0.6666666666666666, 165), (0.3333333333333333, 32)]
mid-atlantic	8	[(0.625, 99), (0.25, 184), (0.125, 122)]
awhile	18	[(0.3888888888888889, 22), (0.2777777777777778, 64), (0.2222222222222222, 71), (0.1111111111111111, 53)]
marking	5	[(1.0, 67)]
touche	10	[(0.6, 11), (0.4, 143)]
utilities	228	[(0.21052631578947367, 34), (0.20614035087719298, 81), (0.15350877192982457, 179), (0.12719298245614036, 88), (0.09649122807017543, 19), (0.03508771929824561, 109), (0.03508771929824561, 2), (0.02631578947368421, 197), (0.02631578947368421, 110), (0.02631578947368421, 97), (0.021929824561403508, 153), (0.017543859649122806, 85), (0.013157894736842105, 131), (0.0043859649122807015, 75)]
weekend	275	[(0.16, 191), (0.13454545454545455, 171), (0.12363636363636364, 39), (0.11636363636363636, 185), (0.04727272727272727, 145), (0.04363636363636364, 156), (0.04, 77), (0.04, 29), (0.03272727272727273, 124), (0.025454545454545455, 194), (0.025454545454545455, 108), (0.02181818181818182, 199), (0.02181818181818182, 119), (0.02181818181818182, 118), (0.02181818181818182, 112), (0.02181818181818182, 28), (0.01818181818181818, 169), (0.014545454545454545, 163), (0.014545454545454545, 113), (0.01090909090909091, 66), (0.007272727272727273, 161), (0.007272727272727273, 117), (0.007272727272727273, 35), (0.007272727272727273, 15), (0.007272727272727273, 6), (0.0036363636363636364, 192), (0.0036363636363636364, 144)]
happening	25	[(0.28, 8), (0.2, 191), (0.16, 174), (0.12, 181), (0.12, 170), (0.08, 90), (0.04, 165)]
swingopt	10	[(1.0, 120)]
your?practical	6	[(1.0, 70)]
profits	38	[(0.6578947368421053, 165), (0.13157894736842105, 133), (0.10526315789473684, 126), (0.05263157894736842, 28), (0.05263157894736842, 3)]
riskcalc	21	[(1.0, 0)]
percell@swbell.net	6	[(1.0, 21)]
excellent	188	[(0.2127659574468085, 25), (0.1702127659574468, 18), (0.1276595744680851, 46), (0.07446808510638298, 197), (0.05319148936170213, 191), (0.05319148936170213, 165), (0.05319148936170213, 94), (0.047872340425531915, 195), (0.047872340425531915, 91), (0.03723404255319149, 68), (0.026595744680851064, 76), (0.02127659574468085, 127), (0.015957446808510637, 118), (0.010638297872340425, 160), (0.010638297872340425, 99), (0.010638297872340425, 95), (0.010638297872340425, 50), (0.005319148936170213, 180), (0.005319148936170213, 178), (0.005319148936170213, 113)]
retention	44	[(0.5227272727272727, 10), (0.18181818181818182, 32), (0.1590909090909091, 97), (0.09090909090909091, 37), (0.045454545454545456, 101)]
anticipation	10	[(0.5, 153), (0.2, 167), (0.2, 41), (0.1, 187)]
father	44	[(0.36363636363636365, 156), (0.20454545454545456, 174), (0.11363636363636363, 43), (0.09090909090909091, 187), (0.06818181818181818, 189), (0.06818181818181818, 4), (0.045454545454545456, 64), (0.045454545454545456, 39)]
iraqi	7	[(1.0, 16)]
asps	53	[(1.0, 138)]
analogous	6	[(0.3333333333333333, 165), (0.3333333333333333, 62), (0.3333333333333333, 54)]
adviser	6	[(0.3333333333333333, 108), (0.3333333333333333, 81), (0.3333333333333333, 27)]
congratulating	5	[(0.8, 169), (0.2, 155)]
jimmywgordon@hotmail.com	8	[(1.0, 64)]
lynch	31	[(0.2903225806451613, 91), (0.25806451612903225, 176), (0.12903225806451613, 151), (0.12903225806451613, 137), (0.12903225806451613, 51), (0.06451612903225806, 49)]
advised	51	[(0.17647058823529413, 123), (0.13725490196078433, 141), (0.11764705882352941, 178), (0.11764705882352941, 94), (0.09803921568627451, 79), (0.0784313725490196, 109), (0.0392156862745098, 193), (0.0392156862745098, 179), (0.0392156862745098, 130), (0.0392156862745098, 126), (0.0392156862745098, 111), (0.0392156862745098, 105), (0.0392156862745098, 55)]
instantme	12	[(1.0, 131)]
round	141	[(0.22695035460992907, 85), (0.07092198581560284, 90), (0.07092198581560284, 64), (0.06382978723404255, 156), (0.06382978723404255, 49), (0.05673758865248227, 76), (0.05673758865248227, 54), (0.04964539007092199, 59), (0.0425531914893617, 199), (0.0425531914893617, 106), (0.0425531914893617, 12), (0.0425531914893617, 2), (0.028368794326241134, 149), (0.028368794326241134, 109), (0.02127659574468085, 101), (0.02127659574468085, 16), (0.014184397163120567, 118), (0.014184397163120567, 117), (0.014184397163120567, 86), (0.014184397163120567, 58), (0.014184397163120567, 25)]
unexpected	15	[(0.26666666666666666, 124), (0.26666666666666666, 12), (0.13333333333333333, 195), (0.13333333333333333, 187), (0.13333333333333333, 75), (0.06666666666666667, 20)]
http://www.ucei.berkeley.edu/ucei	6	[(0.6666666666666666, 123), (0.3333333333333333, 129)]
dealing	61	[(0.2786885245901639, 8), (0.13114754098360656, 151), (0.11475409836065574, 195), (0.09836065573770492, 180), (0.09836065573770492, 70), (0.08196721311475409, 164), (0.06557377049180328, 174), (0.06557377049180328, 131), (0.03278688524590164, 184), (0.03278688524590164, 146)]
measurable	5	[(0.6, 28), (0.4, 140)]
targets	15	[(0.26666666666666666, 199), (0.26666666666666666, 79), (0.26666666666666666, 28), (0.13333333333333333, 18), (0.06666666666666667, 27)]
majors	16	[(0.875, 178), (0.125, 16)]
breslau/hou/ect@ect	8	[(1.0, 159)]
norris	10	[(0.6, 19), (0.2, 187), (0.2, 56)]
