unigram	count	topics_list_with_scores
txt	22	[(0.5909090909090909, 3), (0.2727272727272727, 0), (0.09090909090909091, 4), (0.045454545454545456, 6)]
reddy	6	[(1.0, 3)]
apodaca@enron	12	[(1.0, 0)]
roundtables	6	[(1.0, 1)]
spoke	229	[(0.30131004366812225, 7), (0.2925764192139738, 3), (0.2096069868995633, 9), (0.1965065502183406, 6)]
best-selling	6	[(1.0, 1)]
kaminski/hou/ect@enron	10	[(1.0, 6)]
relay	10	[(0.6, 7), (0.3, 5), (0.1, 0)]
relax	13	[(0.5384615384615384, 6), (0.46153846153846156, 3)]
successful	166	[(0.463855421686747, 1), (0.21686746987951808, 3), (0.18072289156626506, 5), (0.13855421686746988, 9)]
nowlan	21	[(0.5238095238095238, 4), (0.47619047619047616, 9)]
tina.sivinski@eds.com	16	[(1.0, 7)]
straddle	10	[(1.0, 9)]
chris.harris@innogy.com	10	[(0.7, 0), (0.3, 7)]
economist-survey_feb	8	[(1.0, 0)]
breese	14	[(1.0, 4)]
household	7	[(0.5714285714285714, 9), (0.42857142857142855, 2)]
organized	50	[(0.52, 1), (0.22, 6), (0.18, 7), (0.08, 3)]
organizer	8	[(1.0, 7)]
organizes	6	[(1.0, 1)]
dyke	8	[(1.0, 9)]
preferably	24	[(0.5416666666666666, 7), (0.4583333333333333, 2)]
complaining	10	[(0.7, 6), (0.3, 5)]
damage	35	[(0.7142857142857143, 8), (0.2857142857142857, 5)]
machine	99	[(0.8585858585858586, 5), (0.1414141414141414, 8)]
methodology	104	[(0.9423076923076923, 6), (0.057692307692307696, 5)]
preferable	8	[(1.0, 6)]
biliana_pehlivanova@yahoo.com	8	[(1.0, 3)]
wolfram	6	[(1.0, 0)]
gaming	6	[(1.0, 5)]
spark-spread	12	[(1.0, 6)]
diagram	16	[(1.0, 6)]
thread-topic	9	[(1.0, 0)]
powerisk	96	[(1.0, 1)]
effective	128	[(0.5, 1), (0.3046875, 5), (0.1953125, 8)]
wins	18	[(0.5555555555555556, 5), (0.4444444444444444, 0)]
fraser/hou/ect@ect	35	[(1.0, 9)]
d.pdf	6	[(1.0, 4)]
wind	66	[(0.7727272727272727, 9), (0.22727272727272727, 5)]
wine	49	[(0.8979591836734694, 0), (0.10204081632653061, 8)]
restriction	17	[(0.8823529411764706, 2), (0.11764705882352941, 1)]
kashiwamura	18	[(1.0, 1)]
vary	9	[(1.0, 5)]
ggulen@uh.edu	6	[(1.0, 0)]
http://www.etei.org/handbook_changed.htm	6	[(1.0, 0)]
rankings	48	[(0.8333333333333334, 8), (0.16666666666666666, 2)]
hidden	5	[(0.6, 8), (0.4, 5)]
silver	9	[(1.0, 6)]
structural	23	[(0.5217391304347826, 5), (0.4782608695652174, 1)]
represents	57	[(0.40350877192982454, 8), (0.3684210526315789, 6), (0.22807017543859648, 1)]
represente	10	[(1.0, 0)]
http://mckinseyquarterly.com/login.asp?artid	24	[(1.0, 8)]
preceded	19	[(0.8421052631578947, 1), (0.15789473684210525, 6)]
financial	1319	[(0.6739954510993177, 1), (0.1425322213798332, 3), (0.06899166034874905, 8), (0.052312357846853674, 6), (0.050037907505686124, 7), (0.012130401819560273, 9)]
woes	7	[(1.0, 5)]
kohli/enron_development@enron_development	42	[(0.8571428571428571, 2), (0.11904761904761904, 9), (0.023809523809523808, 8)]
wenyao.jia@enron.com	5	[(1.0, 2)]
laboratory	11	[(0.7272727272727273, 0), (0.2727272727272727, 3)]
aurait	6	[(1.0, 0)]
overwrite	5	[(1.0, 5)]
waive	15	[(0.6666666666666666, 1), (0.3333333333333333, 2)]
sms	21	[(0.7619047619047619, 7), (0.23809523809523808, 5)]
dss	6	[(0.6666666666666666, 0), (0.3333333333333333, 8)]
smp	5	[(1.0, 5)]
dsl	18	[(0.5, 8), (0.5, 5)]
weeks/enron	16	[(1.0, 4)]
strategist	6	[(1.0, 8)]
power-trading	6	[(1.0, 8)]
assured	24	[(0.6666666666666666, 3), (0.3333333333333333, 9)]
ian	79	[(0.810126582278481, 7), (0.10126582278481013, 4), (0.05063291139240506, 0), (0.0379746835443038, 3)]
gershenson	12	[(1.0, 3)]
ups	23	[(0.43478260869565216, 5), (0.391304347826087, 8), (0.17391304347826086, 0)]
nigel	49	[(0.7142857142857143, 6), (0.2857142857142857, 0)]
malliavin	6	[(1.0, 1)]
force	52	[(0.46153846153846156, 5), (0.40384615384615385, 8), (0.1346153846153846, 3)]
vargas	20	[(1.0, 7)]
engagement	46	[(0.7608695652173914, 7), (0.2391304347826087, 0)]
returns	94	[(0.5212765957446809, 1), (0.2127659574468085, 8), (0.1595744680851064, 6), (0.10638297872340426, 0)]
listed	171	[(0.3333333333333333, 7), (0.3333333333333333, 5), (0.09941520467836257, 6), (0.09941520467836257, 2), (0.05263157894736842, 1), (0.04093567251461988, 9), (0.04093567251461988, 0)]
underlie	7	[(1.0, 6)]
legs	7	[(0.7142857142857143, 4), (0.2857142857142857, 8)]
mit/aa	12	[(1.0, 4)]
listen	39	[(0.6923076923076923, 5), (0.3076923076923077, 8)]
collapse	11	[(1.0, 5)]
geneva	5	[(0.6, 2), (0.4, 0)]
koepke/na/enron@enron	113	[(1.0, 2)]
predictable	7	[(0.7142857142857143, 1), (0.2857142857142857, 5)]
szczeg?ly	8	[(1.0, 0)]
luitgard	6	[(1.0, 4)]
pai/hou/ees@ees	10	[(1.0, 4)]
freemem	15	[(1.0, 5)]
guadette	6	[(1.0, 4)]
seminars	90	[(0.37777777777777777, 1), (0.34444444444444444, 7), (0.14444444444444443, 3), (0.13333333333333333, 2)]
endure	10	[(1.0, 8)]
entail	14	[(1.0, 1)]
communications@ect	14	[(0.9285714285714286, 4), (0.07142857142857142, 6)]
person	637	[(0.4945054945054945, 3), (0.21350078492935637, 6), (0.10518053375196232, 7), (0.0989010989010989, 8), (0.05023547880690738, 2), (0.03296703296703297, 4), (0.0031397174254317113, 0), (0.0015698587127158557, 9)]
responsible	242	[(0.24793388429752067, 1), (0.2066115702479339, 9), (0.2066115702479339, 3), (0.12396694214876033, 0), (0.10743801652892562, 2), (0.08677685950413223, 7), (0.02066115702479339, 4)]
eagerly	14	[(0.7857142857142857, 7), (0.21428571428571427, 5)]
causing	20	[(0.4, 9), (0.35, 5), (0.25, 8)]
basle's	6	[(1.0, 1)]
panami	8	[(1.0, 0)]
enron's	531	[(0.3804143126177024, 1), (0.2448210922787194, 3), (0.15819209039548024, 8), (0.1318267419962335, 7), (0.05273069679849341, 4), (0.032015065913371, 9)]
doit	16	[(1.0, 0)]
kelly	83	[(0.7710843373493976, 4), (0.12048192771084337, 9), (0.10843373493975904, 5)]
letter	394	[(0.7258883248730964, 3), (0.14213197969543148, 8), (0.05583756345177665, 5), (0.050761421319796954, 4), (0.025380710659898477, 7)]
drought	6	[(1.0, 8)]
professor	775	[(0.45161290322580644, 7), (0.36, 3), (0.18838709677419355, 1)]
lpi	16	[(1.0, 5)]
lpc	6	[(1.0, 6)]
advisory	153	[(0.7189542483660131, 1), (0.28104575163398693, 5)]
departing	7	[(1.0, 3)]
advisors	36	[(1.0, 7)]
percell	15	[(1.0, 3)]
jackson/enron@enronxgate	10	[(1.0, 9)]
gauge	5	[(1.0, 8)]
michael.denton@caminus.com	6	[(1.0, 6)]
copy	868	[(0.24193548387096775, 7), (0.2119815668202765, 3), (0.19470046082949308, 6), (0.1693548387096774, 1), (0.08294930875576037, 2), (0.03917050691244239, 5), (0.03110599078341014, 8), (0.02880184331797235, 0)]
menu	46	[(0.717391304347826, 2), (0.2826086956521739, 8)]
theme	13	[(0.6923076923076923, 8), (0.3076923076923077, 1)]
oatt	22	[(1.0, 5)]
myers/hou/ect@ect	23	[(1.0, 9)]
lenders	72	[(1.0, 8)]
randal	7	[(1.0, 4)]
respond	746	[(0.2707774798927614, 6), (0.22654155495978553, 5), (0.2158176943699732, 3), (0.13136729222520108, 7), (0.06970509383378017, 4), (0.02546916890080429, 1), (0.024128686327077747, 9), (0.024128686327077747, 0), (0.012064343163538873, 8)]
blew	8	[(1.0, 2)]
mandatory	34	[(0.5, 3), (0.38235294117647056, 5), (0.11764705882352941, 8)]
disaster	13	[(0.6153846153846154, 8), (0.38461538461538464, 5)]
fair	70	[(0.4, 8), (0.37142857142857144, 6), (0.15714285714285714, 7), (0.07142857142857142, 5)]
kaminski's	82	[(0.4634146341463415, 7), (0.2073170731707317, 3), (0.2073170731707317, 2), (0.12195121951219512, 5)]
guerre	6	[(1.0, 0)]
faiz	36	[(1.0, 7)]
mccurley/hou/ect@ect	8	[(1.0, 4)]
mid-year	39	[(0.6410256410256411, 2), (0.358974358974359, 6)]
score	58	[(1.0, 8)]
prado	8	[(1.0, 8)]
serc	6	[(1.0, 5)]
preserve	5	[(1.0, 5)]
lamas	13	[(1.0, 6)]
cards	108	[(0.7777777777777778, 8), (0.1388888888888889, 2), (0.08333333333333333, 7)]
carbon	5	[(0.4, 8), (0.4, 0), (0.2, 3)]
energy-related	9	[(0.7777777777777778, 7), (0.2222222222222222, 5)]
readers	27	[(0.5925925925925926, 1), (0.4074074074074074, 8)]
up-front	6	[(0.6666666666666666, 6), (0.3333333333333333, 9)]
adapted	7	[(1.0, 1)]
rednecks	8	[(1.0, 0)]
v@r	17	[(0.8823529411764706, 6), (0.11764705882352941, 0)]
datenanforderungen	8	[(1.0, 4)]
restlaufzeiten	8	[(1.0, 4)]
extraction	8	[(1.0, 4)]
tutorials	7	[(1.0, 5)]
life	139	[(0.5035971223021583, 8), (0.19424460431654678, 9), (0.1510791366906475, 6), (0.1510791366906475, 3)]
calger	15	[(1.0, 9)]
lift	7	[(1.0, 8)]
child	33	[(1.0, 8)]
ordonez	14	[(1.0, 4)]
fea\energy\ergnote.txt	8	[(1.0, 9)]
piotr	40	[(1.0, 0)]
cumulative	23	[(1.0, 6)]
babies	6	[(0.6666666666666666, 0), (0.3333333333333333, 4)]
bob_deyoung@yahoo.com	8	[(1.0, 4)]
progas	9	[(1.0, 5)]
fairly	68	[(0.5294117647058824, 6), (0.47058823529411764, 8)]
arfsten@bflassociates.com	76	[(1.0, 0)]
josey	50	[(0.98, 7), (0.02, 4)]
intrusion	6	[(1.0, 5)]
spearheading	6	[(1.0, 3)]
opinions	95	[(0.42105263157894735, 0), (0.30526315789473685, 3), (0.14736842105263157, 1), (0.12631578947368421, 5)]
speakers.doc	6	[(1.0, 1)]
financially	10	[(0.5, 8), (0.4, 5), (0.1, 6)]
ed's	8	[(1.0, 1)]
requestor	12	[(0.9166666666666666, 6), (0.08333333333333333, 3)]
collections	8	[(1.0, 0)]
possibly	130	[(0.5230769230769231, 3), (0.3230769230769231, 7), (0.15384615384615385, 6)]
birth	14	[(0.7857142857142857, 8), (0.21428571428571427, 0)]
unique	94	[(0.6808510638297872, 1), (0.24468085106382978, 5), (0.05319148936170213, 8), (0.02127659574468085, 0)]
hrgovcic/enron@enronxgate	20	[(1.0, 2)]
madhya	6	[(1.0, 8)]
steps	70	[(0.3, 3), (0.2571428571428571, 9), (0.15714285714285714, 8), (0.15714285714285714, 5), (0.12857142857142856, 4)]
ena's	8	[(1.0, 9)]
muench	6	[(1.0, 4)]
solutions/examples	9	[(0.6666666666666666, 0), (0.3333333333333333, 6)]
dyplomow	6	[(1.0, 0)]
people	1120	[(0.34017857142857144, 8), (0.23660714285714285, 6), (0.2017857142857143, 3), (0.08660714285714285, 7), (0.06875, 1), (0.0375, 4), (0.02857142857142857, 9)]
faldyn/corp/enron@enron	6	[(1.0, 4)]
joshi/lon/ect@ect	6	[(1.0, 6)]
mcleod	6	[(0.6666666666666666, 8), (0.3333333333333333, 1)]
attendees	68	[(0.6911764705882353, 7), (0.19117647058823528, 6), (0.058823529411764705, 8), (0.058823529411764705, 5)]
soto	8	[(1.0, 2)]
fox	11	[(0.6363636363636364, 8), (0.36363636363636365, 1)]
enroncovl.doc	8	[(1.0, 3)]
fob	25	[(0.8, 9), (0.2, 8)]
narongwanich	32	[(1.0, 2)]
krawczyk	6	[(1.0, 8)]
dental	8	[(1.0, 3)]
shifting	12	[(1.0, 5)]
tanuja	8	[(1.0, 1)]
brokerage	30	[(1.0, 1)]
mailto:mcurran@quantinleap.com	6	[(1.0, 9)]
phunnarungsi	5	[(1.0, 3)]
avi.hauser@effem.com	6	[(1.0, 9)]
air-yc	6	[(1.0, 0)]
air-yd	6	[(1.0, 0)]
air-ye	6	[(1.0, 0)]
air-yg	11	[(1.0, 0)]
air-yh	11	[(1.0, 0)]
dollars	89	[(0.6853932584269663, 8), (0.1348314606741573, 6), (0.12359550561797752, 5), (0.056179775280898875, 0)]
citizens	39	[(0.48717948717948717, 8), (0.3333333333333333, 1), (0.1794871794871795, 9)]
despain	8	[(0.875, 4), (0.125, 6)]
nixon	6	[(1.0, 8)]
la_alt	6	[(1.0, 5)]
presenters	7	[(1.0, 7)]
osob	8	[(1.0, 0)]
reducing	33	[(0.5757575757575758, 5), (0.42424242424242425, 1)]
recipients/cn	8	[(0.625, 2), (0.375, 6)]
panorama	6	[(1.0, 5)]
one-time	7	[(1.0, 5)]
physicists	14	[(0.8571428571428571, 1), (0.14285714285714285, 8)]
step-by-step	6	[(1.0, 8)]
call	2042	[(0.2703232125367287, 3), (0.2654260528893242, 7), (0.14887365328109697, 5), (0.08667972575905974, 2), (0.08129285014691479, 6), (0.07149853085210578, 9), (0.02742409402546523, 8), (0.02693437806072478, 4), (0.021547502448579822, 1)]
leading	296	[(0.8716216216216216, 1), (0.12837837837837837, 5)]
happy	679	[(0.4108983799705449, 7), (0.30486008836524303, 3), (0.11782032400589101, 2), (0.07511045655375552, 6), (0.039764359351988215, 4), (0.029455081001472753, 8), (0.022091310751104567, 1)]
tigers	6	[(1.0, 7)]
melanie	48	[(0.9583333333333334, 6), (0.041666666666666664, 8)]
polska	28	[(1.0, 0)]
peso	5	[(1.0, 2)]
polsku	6	[(1.0, 0)]
lays	11	[(1.0, 0)]
panels	6	[(1.0, 1)]
juvenile	5	[(1.0, 8)]
proved	18	[(1.0, 8)]
tournament	79	[(0.5316455696202531, 2), (0.46835443037974683, 8)]
proven	33	[(0.36363636363636365, 9), (0.3333333333333333, 8), (0.30303030303030304, 3)]
proves	5	[(1.0, 8)]
exist	29	[(0.5862068965517241, 5), (0.41379310344827586, 6)]
accounting	185	[(0.5567567567567567, 1), (0.1891891891891892, 6), (0.16756756756756758, 5), (0.08648648648648649, 9)]
dealer	16	[(1.0, 1)]
posting	59	[(1.0, 9)]
solicitation	10	[(1.0, 1)]
republic	12	[(1.0, 8)]
ieg,inc	6	[(1.0, 1)]
developers	14	[(1.0, 5)]
invested	25	[(0.64, 1), (0.36, 8)]
reorganization	13	[(0.5384615384615384, 8), (0.46153846153846156, 9)]
citygate	8	[(1.0, 5)]
sunrbg	6	[(1.0, 0)]
mieszkam	6	[(1.0, 0)]
blacks	8	[(1.0, 8)]
dimensionality	5	[(1.0, 6)]
ver	7	[(0.5714285714285714, 0), (0.42857142857142855, 8)]
cheap	29	[(0.7586206896551724, 1), (0.2413793103448276, 0)]
http://www.ftc.gov/images/sub_divider.gif	5	[(1.0, 2)]
servicing	6	[(0.8333333333333334, 8), (0.16666666666666666, 4)]
morceaux	14	[(1.0, 0)]
www.lightsourceonline.com	6	[(1.0, 2)]
gaskill/enron@enronxgate	6	[(1.0, 9)]
solved	12	[(0.8333333333333334, 3), (0.16666666666666666, 6)]
team	1179	[(0.2561492790500424, 7), (0.18659881255301103, 3), (0.15267175572519084, 2), (0.1255301102629347, 9), (0.10262934690415607, 1), (0.05767599660729432, 6), (0.05767599660729432, 5), (0.03816793893129771, 4), (0.022900763358778626, 8)]
prevent	66	[(0.48484848484848486, 5), (0.3181818181818182, 8), (0.19696969696969696, 1)]
educate	13	[(0.46153846153846156, 7), (0.38461538461538464, 1), (0.15384615384615385, 5)]
current	578	[(0.3892733564013841, 1), (0.19896193771626297, 5), (0.11591695501730104, 6), (0.11418685121107267, 9), (0.0986159169550173, 8), (0.08304498269896193, 7)]
patrycja	6	[(1.0, 0)]
bushkill	5	[(1.0, 0)]
tefoglou	6	[(1.0, 6)]
studied	20	[(0.7, 1), (0.3, 8)]
commonly	6	[(1.0, 8)]
http://vcast.premconf.com	6	[(1.0, 5)]
studies	233	[(0.4978540772532189, 3), (0.296137339055794, 7), (0.17167381974248927, 1), (0.02575107296137339, 6), (0.008583690987124463, 0)]
love	168	[(0.375, 8), (0.3630952380952381, 3), (0.11904761904761904, 7), (0.08333333333333333, 5), (0.047619047619047616, 2), (0.011904761904761904, 6)]
ketra	6	[(1.0, 7)]
know--thanks	6	[(1.0, 7)]
ipo	67	[(0.835820895522388, 8), (0.16417910447761194, 6)]
http://www.nwwsubscribe.com/news/scripts/changeemail.asp	58	[(1.0, 5)]
sandeep.kohli@enron.com	6	[(1.0, 9)]
ipx	6	[(1.0, 5)]
carol	125	[(0.672, 0), (0.256, 4), (0.072, 7)]
positive	102	[(0.5, 8), (0.4019607843137255, 9), (0.09803921568627451, 3)]
predictions	11	[(1.0, 1)]
wondering	158	[(0.4873417721518987, 3), (0.36075949367088606, 6), (0.0949367088607595, 1), (0.056962025316455694, 8)]
calgary	10	[(1.0, 9)]
introducing	45	[(0.4, 1), (0.35555555555555557, 5), (0.24444444444444444, 6)]
ivonne	13	[(1.0, 8)]
afford	14	[(0.9285714285714286, 8), (0.07142857142857142, 4)]
apparent	18	[(0.7777777777777778, 5), (0.16666666666666666, 8), (0.05555555555555555, 4)]
visual	37	[(1.0, 5)]
easiest	13	[(0.8461538461538461, 5), (0.15384615384615385, 4)]
behalf	188	[(0.7180851063829787, 7), (0.11702127659574468, 8), (0.11702127659574468, 1), (0.047872340425531915, 3)]
honey	5	[(1.0, 8)]
valued	45	[(0.4666666666666667, 6), (0.28888888888888886, 8), (0.13333333333333333, 3), (0.1111111111111111, 4)]
believes	42	[(0.7142857142857143, 1), (0.2857142857142857, 5)]
values	102	[(0.6078431372549019, 6), (0.39215686274509803, 8)]
believed	22	[(0.9545454545454546, 8), (0.045454545454545456, 0)]
otrzymania	8	[(1.0, 0)]
wangfa@rice.edu	43	[(0.5813953488372093, 7), (0.4186046511627907, 9)]
ramesh	11	[(1.0, 4)]
fpa	8	[(1.0, 5)]
winter	168	[(0.625, 5), (0.18452380952380953, 6), (0.08333333333333333, 4), (0.05952380952380952, 1), (0.047619047619047616, 8)]
wankhade@rice.edu	12	[(1.0, 0)]
fpl	20	[(0.75, 6), (0.1, 7), (0.1, 1), (0.05, 9)]
elephant	22	[(1.0, 8)]
parameter	32	[(1.0, 6)]
t-shirts	12	[(1.0, 8)]
five-year	7	[(0.7142857142857143, 5), (0.2857142857142857, 4)]
spot	297	[(0.7542087542087542, 6), (0.15151515151515152, 5), (0.09427609427609428, 1)]
applications	309	[(0.5889967637540453, 5), (0.21359223300970873, 1), (0.13592233009708737, 6), (0.032362459546925564, 3), (0.02912621359223301, 0)]
date	1051	[(0.2844909609895338, 3), (0.192197906755471, 0), (0.17887725975261656, 7), (0.11512844909609896, 6), (0.071360608943863, 8), (0.0532825880114177, 9), (0.05042816365366318, 1), (0.0390104662226451, 4), (0.015223596574690771, 5)]
data	1100	[(0.7745454545454545, 6), (0.1572727272727273, 5), (0.05181818181818182, 1), (0.011818181818181818, 4), (0.004545454545454545, 0)]
hickok/enron_development@enron_development	20	[(1.0, 9)]
sectors	67	[(1.0, 1)]
applicant	5	[(0.8, 7), (0.2, 5)]
sclerosis	11	[(0.5454545454545454, 8), (0.45454545454545453, 4)]
definitions	12	[(0.5, 5), (0.5, 1)]
monfan@rice.edu	12	[(1.0, 0)]
unacceptable	9	[(1.0, 5)]
kong	23	[(1.0, 1)]
hiring	96	[(1.0, 3)]
wbalson@opt	24	[(1.0, 4)]
hohe	8	[(1.0, 4)]
stupidity	6	[(1.0, 8)]
thestreet.com	30	[(1.0, 8)]
choate/hou/ect@ect	8	[(1.0, 4)]
decades	16	[(1.0, 1)]
petition	24	[(0.4166666666666667, 3), (0.375, 8), (0.20833333333333334, 5)]
matches	12	[(0.5833333333333334, 3), (0.4166666666666667, 1)]
origination	159	[(0.949685534591195, 9), (0.050314465408805034, 1)]
records	50	[(0.62, 8), (0.38, 6)]
arriving	33	[(1.0, 7)]
java(tm	7	[(1.0, 5)]
bowling	5	[(1.0, 8)]
tholan/enron@enronxgate	7	[(1.0, 9)]
credit-related	9	[(1.0, 1)]
subs@btu.net	160	[(1.0, 4)]
revised	110	[(0.36363636363636365, 1), (0.2818181818181818, 9), (0.24545454545454545, 2), (0.10909090909090909, 5)]
breakthrough	18	[(0.6666666666666666, 7), (0.3333333333333333, 8)]
hesinet	7	[(1.0, 0)]
container	6	[(1.0, 8)]
aadedeji@risk.co.uk	12	[(1.0, 7)]
contained	105	[(0.37142857142857144, 0), (0.29523809523809524, 1), (0.19047619047619047, 9), (0.09523809523809523, 5), (0.047619047619047616, 4)]
suggesting	25	[(0.68, 8), (0.32, 7)]
krishnar	10	[(1.0, 6)]
million	337	[(0.5548961424332344, 8), (0.2314540059347181, 5), (0.21364985163204747, 1)]
governing	18	[(1.0, 5)]
pjm-customer-info@risc	6	[(1.0, 5)]
intuition	14	[(0.8571428571428571, 6), (0.14285714285714285, 3)]
knudsen	16	[(1.0, 3)]
vote	66	[(0.8636363636363636, 8), (0.13636363636363635, 0)]
mara_smith@aimfunds.com	8	[(1.0, 0)]
prezentacje	9	[(1.0, 0)]
guadalupe	6	[(1.0, 2)]
floppy	24	[(0.5833333333333334, 7), (0.4166666666666667, 5)]
representing	46	[(0.8913043478260869, 1), (0.10869565217391304, 8)]
jason.sokolov@enron.com	33	[(0.8181818181818182, 4), (0.18181818181818182, 0)]
rival	19	[(1.0, 1)]
boughton	11	[(1.0, 2)]
exhibitors	12	[(0.6666666666666666, 1), (0.3333333333333333, 7)]
future	607	[(0.31466227347611203, 1), (0.2471169686985173, 8), (0.2257001647446458, 5), (0.085667215815486, 3), (0.07248764415156507, 4), (0.054365733113673806, 7)]
financings	9	[(1.0, 9)]
college	205	[(0.6195121951219512, 7), (0.23414634146341465, 3), (0.11707317073170732, 1), (0.02926829268292683, 8)]
atlancie	12	[(1.0, 0)]
herzlichen	8	[(1.0, 4)]
jefferson	16	[(1.0, 8)]
zadzwonie	7	[(1.0, 0)]
refining	11	[(0.6363636363636364, 9), (0.36363636363636365, 5)]
axe	10	[(1.0, 1)]
annesley	22	[(1.0, 7)]
madison	9	[(0.8888888888888888, 1), (0.1111111111111111, 2)]
surplus	18	[(1.0, 5)]
circulating	10	[(1.0, 5)]
niemieck	8	[(1.0, 0)]
region's	12	[(1.0, 5)]
xml	9	[(1.0, 3)]
equipped	7	[(0.5714285714285714, 8), (0.2857142857142857, 0), (0.14285714285714285, 5)]
caroline	17	[(0.5882352941176471, 4), (0.23529411764705882, 3), (0.17647058823529413, 8)]
carolina	26	[(0.5384615384615384, 5), (0.46153846153846156, 8)]
liable	5	[(1.0, 0)]
steve's	23	[(0.7391304347826086, 6), (0.2608695652173913, 2)]
xmas	25	[(0.8, 6), (0.2, 7)]
goup	8	[(1.0, 2)]
shawn.cumberland@elpaso.com	23	[(1.0, 2)]
erica	7	[(1.0, 4)]
enlightening	6	[(1.0, 1)]
affecting	18	[(0.8333333333333334, 8), (0.16666666666666666, 2)]
marvin	12	[(1.0, 7)]
lipscomb/corp/enron@enron	16	[(0.8125, 9), (0.1875, 2)]
shahi	14	[(1.0, 2)]
jett	7	[(1.0, 4)]
chiyoda-ku	12	[(1.0, 1)]
expression	5	[(0.6, 8), (0.4, 6)]
racicot/enron	10	[(1.0, 4)]
rafal	22	[(1.0, 0)]
ante	8	[(1.0, 8)]
combines	12	[(1.0, 5)]
vacation	251	[(0.8406374501992032, 2), (0.08366533864541832, 8), (0.07569721115537849, 7)]
exchange-based	24	[(1.0, 1)]
breath	8	[(1.0, 8)]
patrick/enron@enronxgate	9	[(1.0, 9)]
combined	62	[(0.5483870967741935, 1), (0.4032258064516129, 6), (0.03225806451612903, 3), (0.016129032258064516, 8)]
mhshow	6	[(1.0, 5)]
thousand	11	[(0.5454545454545454, 6), (0.45454545454545453, 8)]
pshaw@rice.edu	6	[(1.0, 0)]
antivirus	22	[(1.0, 5)]
escondido	7	[(1.0, 3)]
globally	21	[(0.8571428571428571, 2), (0.14285714285714285, 4)]
variances	6	[(1.0, 6)]
bambos@stanford.stanford.edu	10	[(1.0, 7)]
setuid	9	[(1.0, 5)]
wicus	8	[(1.0, 0)]
candace	41	[(0.8048780487804879, 9), (0.1951219512195122, 4)]
bros	6	[(1.0, 1)]
damon	12	[(1.0, 3)]
downs	10	[(1.0, 3)]
breakdown	13	[(1.0, 8)]
seyfried	57	[(1.0, 6)]
wps	5	[(0.6, 1), (0.4, 4)]
allocation	42	[(0.5952380952380952, 9), (0.2619047619047619, 1), (0.14285714285714285, 7)]
bulletproof	5	[(1.0, 5)]
harris	61	[(0.5081967213114754, 9), (0.26229508196721313, 7), (0.22950819672131148, 1)]
wpd	76	[(1.0, 4)]
costs	292	[(0.2773972602739726, 8), (0.2534246575342466, 5), (0.2226027397260274, 9), (0.1404109589041096, 1), (0.07876712328767123, 6), (0.0273972602739726, 7)]
ect@ect	7	[(1.0, 2)]
to_do	12	[(1.0, 4)]
non-binding	25	[(1.0, 5)]
weekly	687	[(0.8500727802037845, 4), (0.055312954876273655, 1), (0.05240174672489083, 5), (0.042212518195050945, 9)]
supatgiat	58	[(1.0, 2)]
qizhi	5	[(1.0, 1)]
bricks	13	[(1.0, 1)]
action-oriented	28	[(1.0, 8)]
howenstine/enron	6	[(1.0, 4)]
clay	26	[(1.0, 7)]
beverly	8	[(0.625, 1), (0.25, 4), (0.125, 8)]
racial	12	[(1.0, 1)]
thinks	45	[(0.4222222222222222, 5), (0.28888888888888886, 6), (0.24444444444444444, 8), (0.044444444444444446, 9)]
baylor	295	[(1.0, 3)]
tube	9	[(0.7777777777777778, 8), (0.2222222222222222, 6)]
accessing	14	[(1.0, 5)]
contingent	30	[(1.0, 6)]
ration	6	[(1.0, 1)]
arabia's	6	[(1.0, 5)]
glenndarrah@hotmail.com	6	[(1.0, 3)]
ratios	18	[(1.0, 6)]
standpoint	11	[(0.9090909090909091, 6), (0.09090909090909091, 1)]
ace	5	[(1.0, 1)]
industry	889	[(0.5793025871766029, 1), (0.23059617547806524, 5), (0.13498312710911137, 7), (0.03824521934758155, 3), (0.01687289088863892, 9)]
ach	10	[(1.0, 0)]
act	177	[(0.4350282485875706, 5), (0.192090395480226, 6), (0.1807909604519774, 4), (0.14124293785310735, 8), (0.05084745762711865, 1)]
kirkpatrick/eu/enron@enron	12	[(1.0, 6)]
gillespie/corp/enron@enron	6	[(1.0, 3)]
vu/enron@enronxgate	8	[(1.0, 2)]
flawed	16	[(0.375, 6), (0.375, 5), (0.25, 8)]
image	360	[(0.7833333333333333, 0), (0.14166666666666666, 5), (0.075, 1)]
parties	99	[(0.40404040404040403, 5), (0.31313131313131315, 1), (0.18181818181818182, 8), (0.10101010101010101, 7)]
technically	23	[(0.6956521739130435, 3), (0.30434782608695654, 8)]
wadsworth	5	[(1.0, 4)]
how's	9	[(0.8888888888888888, 6), (0.1111111111111111, 2)]
recommends	34	[(0.8529411764705882, 5), (0.14705882352941177, 1)]
tamarchenko/na/enron@enron	91	[(1.0, 2)]
taskbar	12	[(1.0, 2)]
buying	94	[(0.4574468085106383, 8), (0.2765957446808511, 6), (0.1595744680851064, 9), (0.10638297872340426, 1)]
